TRIP_ID,LATITUDE,LONGITUDE
T58,41.162116897381466,-8.632595579094733
T59,41.16641609587831,-8.64209605239278
T60,41.159081014702835,-8.604602894049703
T61,41.14908468711889,-8.597228025521074
T62,41.143871645892844,-8.58154111725
T63,41.1672794557706,-8.589485328768797
T64,41.180976206933266,-8.583233077969568
T65,41.137697031608155,-8.60221709465448
T66,41.18443438888162,-8.5937047820703
T67,41.145672951592395,-8.602221757382226
T68,41.162215896383934,-8.626679651724737
T69,41.14514762763017,-8.61098739949602
T70,41.15709559471267,-8.624903282023363
T71,41.506442578071436,-8.406220587214284
T72,41.33087871578569,-8.728741751392853
T73,41.15067210204887,-8.5940217214057
T74,41.16877115901129,-8.570911926531183
T75,41.15762516340179,-8.627133275016135
T76,41.1694190598647,-8.62563665522663
T77,41.1451898209449,-8.608442001165812
T78,41.1547425745278,-8.648083116112081
T79,41.18688346686154,-8.597833434691042
T80,41.17141754469144,-8.656391830434503
T81,41.157422611831244,-8.625824887528925
T82,41.170392570762296,-8.636547028768893
T83,41.1619672733157,-8.65268389338
T84,41.18061937742087,-8.579520583241994
T85,41.14878562800985,-8.625333538070526
T86,41.148807137593266,-8.584198792306967
T87,41.22102251581948,-8.626788192898372
T88,41.16546880381322,-8.588776980502931
T90,41.146045674933184,-8.630948580907948
T91,41.156851212415866,-8.628828696978154
T92,41.22878739383263,-8.668197441088639
T93,41.1619527762059,-8.652319161410624
T94,41.15458079296686,-8.643823031281132
T95,41.15203244644695,-8.606013584860492
T96,41.18625121604075,-8.68058458769279
T98,41.15914632334301,-8.630303045320515
T99,41.15363446484284,-8.609597406622775
T100,41.177593288382596,-8.663453850428787
T101,41.14723008162841,-8.61140628888384
T102,41.144409022960645,-8.605917864925605
T103,41.15728626853942,-8.62822782803548
T104,41.18148297231218,-8.53028982417792
T107,41.15637344578572,-8.582914597964285
T109,41.16055560168228,-8.603869710693905
T110,41.14759204962041,-8.621936307622317
T111,41.15853945120366,-8.664903176193786
T112,41.1487550952105,-8.601479190094338
T113,41.16582846222383,-8.59808848787493
T114,41.17890503534023,-8.599344478633688
T115,41.13187141054515,-8.626734208430717
T116,41.24611554240908,-8.620645419863639
T117,41.19103485254083,-8.491195299024126
T118,41.18362737314329,-8.603427019258081
T119,41.17696443694789,-8.592421321678442
T120,41.181230633949326,-8.622246112683522
T121,41.13760401931015,-8.602154675854269
T122,41.16279082125916,-8.621601566537912
T123,41.16002986422583,-8.669640613009175
T124,41.16454729419115,-8.637829306178745
T125,41.153754332220785,-8.643249073028395
T126,41.15809172741156,-8.637017995780921
T127,41.15609026655038,-8.653193742245614
T128,41.16845992771988,-8.600454498185641
T129,41.1682494535,-8.651985211753248
T130,41.14821571898817,-8.62271988080468
T131,41.18423520000001,-7.672934984999999
T132,41.14604132787189,-8.61393418040279
T133,41.14839147982226,-8.624707503808555
T134,41.173662018403085,-8.673317761166636
T135,41.16415853412964,-8.608612920907651
T136,41.15103325098007,-8.605436103412778
T137,41.15313535880473,-8.62643763774509
T138,41.09047107044208,-8.57219288328132
T139,41.174822847890084,-8.584692724164855
T140,41.18889706660066,-8.580571611725194
T141,41.132291325011245,-8.598373873686292
T142,41.147993876321976,-8.612017112433067
T143,41.165285499300516,-8.628302975103624
T144,41.15174145274126,-8.610416354624034
T145,41.161682805918915,-8.573447977944099
T146,41.16459063351681,-8.640089944833106
T147,41.147593446133534,-8.621978426719265
T148,41.1673742670231,-8.59380480771872
T149,41.203217693279214,-8.649613964324677
T151,41.157255564849656,-8.62518877389675
T152,41.12882027294569,-8.636305434438139
T153,41.16904462680863,-8.624419743981381
T154,41.16243540935584,-8.608756028776803
T155,41.182329753247885,-8.638416182128871
T156,41.14828271133949,-8.624332439187619
T157,41.17119743500214,-8.570258990715125
T158,41.14655378363877,-8.61581378104388
T159,41.15442695507764,-8.629363969709884
T160,41.17391868690643,-8.653717516854107
T161,41.148977989765534,-8.598887066653596
T162,41.16301223893209,-8.624525722252983
T163,41.1478834133686,-8.622919880868118
T164,41.158511767837574,-8.631972094303633
T166,41.15366649653524,-8.64088996123876
T167,41.15941074081506,-8.595401861921914
T168,41.16837570641942,-8.606406345786228
T169,41.168970903315014,-8.590111901921016
T170,41.154108876292476,-8.650033944187564
T171,41.15574410821058,-8.653473991333911
T172,41.15057831672094,-8.621072377699875
T173,41.17517496757774,-8.65243238297526
T174,41.19142291506779,-8.59301399602218
T175,41.16153312779407,-8.651502092315972
T176,41.158404804472205,-8.604926920013636
T177,41.147928782754605,-8.623437252535265
T178,41.175809409504254,-8.662405793465814
T179,41.14880648655876,-8.585770266463559
T180,41.14700950782585,-8.612095486325527
T181,41.17386737845372,-8.606209862986939
T182,41.16337123828589,-8.600387112270903
T183,41.178195578968314,-8.614002359486586
T184,41.15426849999481,-8.6499149287278
T185,41.17171725024283,-8.672508281760445
T186,41.1643446059814,-8.640521974708602
T187,41.15092201688199,-8.57135830773209
T188,41.15953184501394,-8.581852275999873
T189,41.14454853166398,-8.611646494606191
T190,41.15727767589873,-8.6247295060525
T191,41.14700576634882,-8.607507739543658
T192,41.151173243359196,-8.629102839281707
T193,41.148542482983856,-8.608075243003531
T194,41.148161621105764,-8.61342404212924
T195,41.15033090468765,-8.610265322430433
T196,41.144741096353336,-8.611617775410364
T197,41.162184127802576,-8.64964235814606
T198,41.15849576621512,-8.631511323883297
T199,41.15542074183563,-8.595044664388467
T200,41.1568652487818,-8.639092991963764
T201,41.152357892287995,-8.626844387981718
T202,41.15102022981215,-8.607238504502492
T203,41.17505093731207,-8.599718021935876
T204,41.15619265716623,-8.611755208653575
T205,41.15839974407358,-8.601483169414834
T206,41.16682999171426,-8.597294865629577
T207,41.149495250960136,-8.604364558950296
T208,41.195312143676375,-8.606174176838785
T209,41.15501008369336,-8.630434486471371
T210,41.16709443202556,-8.64958437698241
T211,41.174778945974495,-8.594240991906254
T212,41.14883809187501,-8.578864144285712
T213,41.10896822332793,-8.627195306353894
T214,41.153505801297726,-8.640315056855089
T215,41.15216694490449,-8.607003068254242
T216,41.157591668747465,-8.57829275976703
T217,41.16496397796933,-8.638753165374142
T218,41.14533523331287,-8.61293155882998
T219,41.15043647642032,-8.644166820888563
T220,41.232598071103595,-8.62480755788098
T221,41.148062591264946,-8.623611107166887
T222,41.14445558417285,-8.606090884047376
T223,41.16216650524021,-8.651741031384288
T224,41.18799613526689,-8.587424614797348
T225,41.1491596925189,-8.640850416127728
T226,41.15981688117472,-8.640300476545972
T227,41.14822456285801,-8.608332825484887
T228,41.15943116991701,-8.592836910703465
T229,41.236805490577424,-8.669320861495974
T230,41.1524301456257,-8.62682274520609
T231,41.15361221524742,-8.608196158936606
T232,41.144057338415635,-8.607910118581444
T233,41.16054457781688,-8.609874472467286
T234,41.15300982965154,-8.625060316771492
T235,41.14719744649209,-8.659446795827005
T236,41.14770851552794,-8.610598624178612
T237,41.159614013729076,-8.604484272386067
T238,41.12082628781821,-8.585163515626618
T239,41.17370500089289,-8.647910284920764
T240,41.15465428372419,-8.673665784456807
T241,41.143434984924376,-8.611957895943934
T242,41.15940560109201,-8.601083596752863
T243,41.16423834891021,-8.622909901515431
T244,41.18030906865508,-8.667921111960528
T245,41.17065738063079,-8.612867427049833
T246,41.1629889325349,-8.675583546519182
T247,41.171775302033765,-8.687628605097544
T248,41.154168895706704,-8.64631901795532
T249,41.15305340566601,-8.632027494933391
T250,41.16594585054944,-8.579517467654442
T251,41.173791229392734,-8.605306125408429
T252,41.15993440412196,-8.640616129470038
T253,41.17291516851934,-8.56733321076502
T254,41.14766267195707,-8.609444421016288
T255,41.13795344780607,-8.623718015421465
T256,41.14735653627918,-8.607944296527286
T257,41.15255830420245,-8.628974447096793
T258,41.146797187310646,-8.60701722934053
T259,41.14595412893677,-8.613520135583874
T260,41.21243647047029,-8.653677988404844
T261,41.09154250049747,-8.649745322803705
T262,41.181635777758366,-8.609382666167779
T263,41.15364595048658,-8.605284553698947
T264,41.14824251187088,-8.606156416045335
T265,41.15601914376339,-8.678892830514844
T266,41.149818844727655,-8.614095322457038
T267,41.154005452499526,-8.602514805041979
T268,41.15277472999171,-8.631794055034876
T269,41.13828479779541,-8.610928985722232
T270,41.16181554957156,-8.651083235325547
T271,41.14682627137527,-8.614857313025375
T272,41.176802196711726,-8.680677915742107
T273,41.1538661118169,-8.610016534997074
T274,41.15271792984589,-8.629588430475582
T275,41.15284125868553,-8.6373256120106
T276,41.17898659237412,-8.656895796049948
T277,41.16635678143792,-8.665671227984248
T278,41.15173618893437,-8.655390266392313
T279,41.148211810957,-8.614058315932942
T280,41.158191160089565,-8.601565294904846
T281,41.14808094946603,-8.611293120542816
T282,41.145364032867754,-8.610915107976046
T283,41.14742111154597,-8.601878277102145
T284,41.15107287307112,-8.610324171480306
T285,41.17668247765532,-8.601407622762766
T286,41.12570317853484,-8.599731720877601
T287,41.17801080255493,-8.687364584964186
T288,41.15324423234061,-8.600579174356305
T289,41.17297447147402,-8.64705402751909
T290,41.151016694059884,-8.606991553152696
T291,41.16127680599155,-8.607847211719418
T292,41.17796022430583,-8.599002944349444
T293,41.15119640160931,-8.609738852465684
T294,41.15085254634888,-8.600265018819927
T295,41.063720098743524,-8.64169674414286
T296,41.151883678012226,-8.643071898313185
T297,41.1653931751305,-8.605391971763272
T298,41.16195189271804,-8.613876184404083
T299,41.235743866619025,-8.669127845124123
T300,41.19952883023305,-8.624869652532908
T301,41.232188218762346,-8.667747450607742
T302,41.15586743166124,-8.595944480569736
T303,41.17561225556214,-8.612919937374748
T304,41.16439561229378,-8.640865072166429
T305,41.15793619479152,-8.627905007961234
T306,41.15869765376995,-8.633313071166567
T307,41.16144883864434,-8.604666580632774
T308,41.173460623638256,-8.555541072870867
T309,41.155481967823405,-8.587590117374274
T310,41.15533687429853,-8.67915579845872
T311,41.158566320600414,-8.594855120242102
T312,41.17320362002198,-8.633322903986597
T313,41.16953432393381,-8.661926476595275
T314,41.15960214953556,-8.604490681654006
T315,41.15236780481638,-8.620900604926993
T316,41.147356822235125,-8.587778451729495
T317,41.140557227773634,-8.636001765842245
T318,41.15145571759308,-8.67763786952719
T319,41.173580357655666,-8.68494654151918
T320,41.148981856678226,-8.58583251002862
T321,41.1434186881495,-8.534756612339047
T322,41.1979860185557,-8.599718202252113
T323,41.15081469018905,-8.593815723106063
T324,41.152594777797084,-8.6299335325577
T325,41.15437211713219,-8.643656691518332
T326,41.16816957554202,-8.570248316354308
T327,41.19076193084347,-8.592873090784673
